Athlete,Country,Gender,Discipline,Event,Year,Medal
"LINDGREN, Marie",SWE,Women,Freestyle Skiing,Aerials,1994,Silver
"LINDH, Hilary",USA,Women,Alpine Skiing,Downhill,1992,Silver
"LINDMARK, Peter",SWE,Men,Ice Hockey,Ice Hockey,1988,Bronze
"LINDQUIST, C. Victor",CAN,Men,Ice Hockey,Ice Hockey,1932,Gold
"LINDQVIST, Jenny",SWE,Women,Ice Hockey,Ice Hockey,2006,Silver
"LINDROS, Eric",CAN,Men,Ice Hockey,Ice Hockey,1992,Silver
"LINDROS, Eric",CAN,Men,Ice Hockey,Ice Hockey,2002,Gold
"LINDSTEDT, Rosa",FIN,Women,Ice Hockey,Ice Hockey,2010,Bronze
"LINDSTROEM, Veli-Matti",FIN,Men,Ski Jumping,K120 Team (90M),2002,Silver
"LINDSTROM, Ulrica",SWE,Women,Ice Hockey,Ice Hockey,2002,Bronze
"LINGER, Andreas",AUT,Men,Luge,Doubles,2006,Gold
"LINGER, Andreas",AUT,Men,Luge,Doubles,2010,Gold
"LINGER, Andreas",AUT,Men,Luge,Doubles,2014,Silver
"LINGER, Wolfgang",AUT,Men,Luge,Doubles,2006,Gold
"LINGER, Wolfgang",AUT,Men,Luge,Doubles,2010,Gold
"LINGER, Wolfgang",AUT,Men,Luge,Doubles,2014,Silver
"LINICHUK, Natalya",URS,Women,Figure skating,Ice Dancing,1980,Gold
"LIPINSKI, Tara",USA,Women,Figure skating,Individual,1998,Gold
"LIPNITSKAYA, Yulia",RUS,Women,Figure skating,Team,2014,Gold
"LIPSON, Howard S",USA,Men,Bobsleigh,Four-Man,1932,Silver
"LIRHUS, Odd",NOR,Men,Biathlon,4X7.5KM Relay,1984,Silver
"LIU, Jinli",CHN,Women,Curling,Curling,2010,Bronze
"LIU, Yin",CHN,Women,Curling,Curling,2010,Bronze
"LIU, Zhongqing",CHN,Men,Freestyle Skiing,Aerials,2010,Bronze
"LIV, Stefan",SWE,Men,Ice Hockey,Ice Hockey,2006,Gold
"LIVINGSTON, Robert Cambridge",USA,Men,Ice Hockey,Ice Hockey,1932,Silver
"LJOEKELSOEY, Roar",NOR,Men,Ski Jumping,K120 Team (90M),2006,Bronze
"LJOEKELSOEY, Roar",NOR,Men,Ski Jumping,K90 Individual (70M),2006,Bronze
"LOBACHEVA, Irina",RUS,Women,Figure skating,Ice Dancing,2002,Silver
"LOBANOV, Vladimir",URS,Men,Speed skating,1000M,1980,Bronze
"LOBYSHEVA, Yekaterina",RUS,Women,Speed skating,Team Pursuit,2006,Bronze
"LOBYSHEVA, Yekaterina",RUS,Women,Speed skating,Team Pursuit,2014,Bronze
"LOCH, Felix",GER,Men,Luge,Singles,2010,Gold
"LOCH, Felix",GER,Men,Luge,Mixed Relay,2014,Gold
"LOCH, Felix",GER,Men,Luge,Singles,2014,Gold
"LOCHER, Steve",SUI,Men,Alpine Skiing,Alpine Combined,1992,Bronze
"LOCHNER, Rudolf",GER,Men,Bobsleigh,Two-Man,1992,Silver
"LODWICK, Todd",USA,Men,Nordic Combined,"Team, 4X5 KM",2010,Silver
"LOERTSCHER, Patrik",SUI,Men,Curling,Curling,1998,Gold
"LOEVOLD, Thomas",NOR,Men,Curling,Curling,2010,Silver
"LÖFGREN, Mikael",SWE,Men,Biathlon,20KM,1992,Bronze
"LÖFGREN, Mikael",SWE,Men,Biathlon,4X7.5KM Relay,1992,Bronze
"LÖFQVIST, William",SWE,Men,Ice Hockey,Ice Hockey,1980,Bronze
"LOGAN, Devin",USA,Women,Freestyle Skiing,Ski Slopestyle,2014,Silver
"LOGAN, James",CAN,Men,Ice Hockey,Ice Hockey,1956,Bronze
"LOGAN, William F.",CAN,Men,Speed skating,1500M,1932,Bronze
"LOGAN, William F.",CAN,Men,Speed skating,5000M,1932,Bronze
"LOHRER, Heini",SUI,Men,Ice Hockey,Ice Hockey,1948,Bronze
"LOHRER, Werner",SUI,Men,Ice Hockey,Ice Hockey,1948,Bronze
"LOITZL, Wolfgang",AUT,Men,Ski Jumping,K120 Team (90M),2010,Gold
"LOKTEV, Konstantin",URS,Men,Ice Hockey,Ice Hockey,1960,Bronze
"LOKTEV, Konstantin",URS,Men,Ice Hockey,Ice Hockey,1964,Gold
"LOMAKIN, Andrei",URS,Men,Ice Hockey,Ice Hockey,1988,Gold
"LONKILA, Paavo",FIN,Men,Cross Country Skiing,18KM,1952,Bronze
"LONKILA, Paavo",FIN,Men,Cross Country Skiing,4X10KM Relay,1952,Gold
"LOOB, Haakan",SWE,Men,Ice Hockey,Ice Hockey,1994,Gold
"LOONEY, Shelley",USA,Women,Ice Hockey,Ice Hockey,1998,Gold
"LOONEY, Shelley",USA,Women,Ice Hockey,Ice Hockey,2002,Silver
"LOUGHRAN, Beatrix",USA,Women,Figure skating,Individual,1924,Silver
"LOUGHRAN, Beatrix",USA,Women,Figure skating,Individual,1928,Bronze
"LOUGHRAN, Beatrix",USA,Women,Figure skating,Pairs,1932,Silver
"LOVSIN, Ken",CAN,Men,Ice Hockey,Ice Hockey,1994,Silver
"LUBINA, Ladislav",TCH,Men,Ice Hockey,Ice Hockey,1992,Bronze
"LUCK, Frank",GER,Men,Biathlon,20KM,1994,Silver
"LUCK, Frank",GER,Men,Biathlon,4X7.5KM Relay,1994,Gold
"LUCK, Frank",GER,Men,Biathlon,4X7.5KM Relay,1998,Gold
"LUCK, Frank",GER,Men,Biathlon,20KM,2002,Silver
"LUCK, Frank",GER,Men,Biathlon,4X7.5KM Relay,2002,Silver
"LUCK, Karl-Heinz",GDR,Men,Nordic Combined,Individual,1972,Bronze
"LUDING, Christa",GDR,Women,Speed skating,500M,1984,Gold
"LUDING, Christa",GDR,Women,Speed skating,1000M,1988,Gold
"LUDING, Christa",GDR,Women,Speed skating,500M,1988,Silver
"LUDING, Christa",GER,Women,Speed skating,500M,1992,Bronze
"LUDINGTON, Nancy",USA,Women,Figure skating,Pairs,1960,Bronze
"LUDINGTON, Ronald",USA,Men,Figure skating,Pairs,1960,Bronze
"LUDWIG, Max",GER,Men,Bobsleigh,Four-Man,1932,Bronze
"LUEDERS, Pierre",CAN,Men,Bobsleigh,Two-Man,1998,Gold
"LUEDERS, Pierre",CAN,Men,Bobsleigh,Two-Man,2006,Silver
"LUKAC, Vincent",TCH,Men,Ice Hockey,Ice Hockey,1984,Silver
"LUMME, Jyrki",FIN,Men,Ice Hockey,Ice Hockey,1988,Silver
"LUMME, Jyrki",FIN,Men,Ice Hockey,Ice Hockey,1998,Bronze
"LUND, Eva",SWE,Women,Curling,Curling,2006,Gold
"LUND, Eva",SWE,Women,Curling,Curling,2010,Gold
"LUNDBÄCK, Sven-Aake",SWE,Men,Cross Country Skiing,15KM,1972,Gold
"LUNDBERG, Fred Boerre",NOR,Men,Nordic Combined,Team,1992,Silver
"LUNDBERG, Fred Boerre",NOR,Men,Nordic Combined,Individual,1994,Gold
"LUNDBERG, Fred Boerre",NOR,Men,Nordic Combined,Team,1994,Silver
"LUNDBERG, Fred Boerre",NOR,Men,Nordic Combined,Team,1998,Gold
"LUNDBERG, Kristina",SWE,Women,Ice Hockey,Ice Hockey,2006,Silver
"LUNDBERG, Odd",NOR,Men,Speed skating,1500M,1948,Bronze
"LUNDBERG, Odd",NOR,Men,Speed skating,5000M,1948,Silver
"LUNDHOLM, Bengt",SWE,Men,Ice Hockey,Ice Hockey,1980,Bronze
"LUNDQVIST, Henrik",SWE,Men,Ice Hockey,Ice Hockey,2006,Gold
"LUNDQVIST, Henrik",SWE,Men,Ice Hockey,Ice Hockey,2014,Silver
"LUNDQVIST, Per",SWE,Men,Ice Hockey,Ice Hockey,1980,Bronze
"LUNDSTRÖM, Martin",SWE,Men,Cross Country Skiing,18KM,1948,Gold
"LUNDSTRÖM, Martin",SWE,Men,Cross Country Skiing,4X10KM Relay,1948,Gold
"LUNDSTRÖM, Martin",SWE,Men,Cross Country Skiing,4X10KM Relay,1952,Bronze
"LUNDVALL, Lars Erik",SWE,Men,Ice Hockey,Ice Hockey,1964,Silver
"LUONGO, Roberto",CAN,Men,Ice Hockey,Ice Hockey,2010,Gold
"LUONGO, Roberto",CAN,Men,Ice Hockey,Ice Hockey,2014,Gold
"LURZ, Dagmar",FRG,Women,Figure skating,Individual,1980,Bronze
"LUTCHENKO, Vladimir",URS,Men,Ice Hockey,Ice Hockey,1972,Gold
"LUTCHENKO, Vladimir",URS,Men,Ice Hockey,Ice Hockey,1976,Gold
"LÜTHY, Jacques",SUI,Men,Alpine Skiing,Slalom,1980,Bronze
"LUTZ, Jessica",SUI,Women,Ice Hockey,Ice Hockey,2014,Bronze
"LYAPKIN, Yury",URS,Men,Ice Hockey,Ice Hockey,1976,Gold
"LYDMAN, Toni",FIN,Men,Ice Hockey,Ice Hockey,2006,Silver
"LYDMAN, Toni",FIN,Men,Ice Hockey,Ice Hockey,2010,Bronze
"LYNN, Janet",USA,Women,Figure skating,Individual,1972,Bronze
"LYONS, John Sharkey",USA,Men,Ice Hockey,Ice Hockey,1924,Silver
"LYSACEK, Evan",USA,Men,Figure skating,Individual,2010,Gold
"MÄÄTÄÄ, Eilert",SWE,Men,Ice Hockey,Ice Hockey,1964,Silver
"MAATTA, Olli",FIN,Men,Ice Hockey,Ice Hockey,2014,Bronze
"MÄÄTTÄ, Pirkko",FIN,Women,Cross Country Skiing,4X5KM Relay,1984,Bronze
"MÄÄTTÄ, Pirkko",FIN,Women,Cross Country Skiing,4X5KM Relay,1988,Bronze
"MAC CAFFERY, Albert",CAN,Men,Ice Hockey,Ice Hockey,1924,Gold
"MAC CARTHY, Justin",USA,Men,Ice Hockey,Ice Hockey,1924,Silver
"MAC MUNN, Harold",CAN,Men,Ice Hockey,Ice Hockey,1924,Gold
"MACDONALD, Fiona",GBR,Women,Curling,Curling,2002,Gold
"MACEACHERN, David",CAN,Men,Bobsleigh,Two-Man,1998,Gold
"MACHAC, Oldrich",TCH,Men,Ice Hockey,Ice Hockey,1968,Silver
"MACHAC, Oldrich",TCH,Men,Ice Hockey,Ice Hockey,1972,Bronze
"MACHAC, Oldrich",TCH,Men,Ice Hockey,Ice Hockey,1976,Silver
"MACINNIS, Al",CAN,Men,Ice Hockey,Ice Hockey,2002,Gold
"MACLEOD, Carla",CAN,Women,Ice Hockey,Ice Hockey,2006,Gold
"MACLEOD, Carla",CAN,Women,Ice Hockey,Ice Hockey,2010,Gold
"MADER, Günther",AUT,Men,Alpine Skiing,Downhill,1992,Bronze
"MADÖRIN, Albert",SUI,Men,Bobsleigh,Four-Man,1952,Bronze
"MAE, Jaak",EST,Men,Cross Country Skiing,15KM,2002,Bronze
"MAGAL, Jiri",CZE,Men,Cross Country Skiing,4X10KM Relay,2010,Bronze
"MAGER, Manuela",GDR,Women,Figure skating,Pairs,1980,Bronze
"MAGNUSSEN, Karen",CAN,Women,Figure skating,Individual,1972,Silver
"MAGONI, Paoletta",ITA,Women,Alpine Skiing,Slalom,1984,Gold
"MAHRE, Phillip",USA,Men,Alpine Skiing,Slalom,1980,Silver
"MAHRE, Phillip",USA,Men,Alpine Skiing,Slalom,1984,Gold
"MAHRE, Steven",USA,Men,Alpine Skiing,Slalom,1984,Silver
"MAHRINGER, Erika",AUT,Women,Alpine Skiing,Alpine Combined,1948,Bronze
"MAHRINGER, Erika",AUT,Women,Alpine Skiing,Slalom,1948,Bronze
"MAIER, Fred Anton",NOR,Men,Speed skating,10000M,1964,Silver
"MAIER, Fred Anton",NOR,Men,Speed skating,5000M,1964,Bronze
"MAIER, Fred Anton",NOR,Men,Speed skating,10000M,1968,Silver
"MAIER, Fred Anton",NOR,Men,Speed skating,5000M,1968,Gold
"MAIER, Hermann",AUT,Men,Alpine Skiing,Giant Slalom,1998,Gold
"MAIER, Hermann",AUT,Men,Alpine Skiing,Super-G,1998,Gold
"MAIER, Hermann",AUT,Men,Alpine Skiing,Giant Slalom,2006,Bronze
"MAIER, Hermann",AUT,Men,Alpine Skiing,Super-G,2006,Silver
"MAIGOUROV, Victor",RUS,Men,Biathlon,4X7.5KM Relay,1998,Bronze
"MAIGOUROV, Victor",RUS,Men,Biathlon,20KM,2002,Bronze
"MAIR, Sigisfredo",ITA,Men,Luge,Doubles,1964,Bronze
"MAJ, Fabio",ITA,Men,Cross Country Skiing,4X10KM Relay,2002,Silver
"MAJBÄCK, Christer",SWE,Men,Cross Country Skiing,10KM Pursuit,1992,Bronze
"MAJDIC, Petra",SLO,Women,Cross Country Skiing,Sprint 1.5KM,2010,Bronze
"MAKAROV, Oleg",URS,Men,Figure skating,Pairs,1984,Bronze
"MAKAROV, Sergei",URS,Men,Ice Hockey,Ice Hockey,1980,Silver
"MAKAROV, Sergei",URS,Men,Ice Hockey,Ice Hockey,1984,Gold
"MAKAROV, Sergei",URS,Men,Ice Hockey,Ice Hockey,1988,Gold
"MÄKELÄ, Mikko",FIN,Men,Ice Hockey,Ice Hockey,1994,Bronze
"MÄKELÄ, Tapio",FIN,Men,Cross Country Skiing,18KM,1952,Silver
"MÄKELÄ, Tapio",FIN,Men,Cross Country Skiing,4X10KM Relay,1952,Gold
"MAKELA, Wille",FIN,Men,Curling,Curling,2006,Silver
"MAKOWSKY, Lucas",CAN,Men,Speed skating,Team Pursuit,2010,Gold
"MALAKHOV, Vladimir",RUS,Men,Ice Hockey,Ice Hockey,2002,Bronze
"MALAKOV, Vladimir",EUN,Men,Ice Hockey,Ice Hockey,1992,Gold
"MALEC, Jiri",TCH,Men,Ski Jumping,K90 Individual (70M),1988,Bronze
"MALIK, Marek",CZE,Men,Ice Hockey,Ice Hockey,2006,Bronze
"MALKOV, Igor",URS,Men,Speed skating,10000M,1984,Gold
"MALKOV, Igor",URS,Men,Speed skating,5000M,1984,Silver
"MALLOY, Norman",CAN,Men,Ice Hockey,Ice Hockey,1932,Gold
"MALONE, Jordan",USA,Men,Short Track Speed Skating,5000M Relay,2010,Bronze
"MALONE, Jordan",USA,Men,Short Track Speed Skating,5000M Relay,2014,Silver
"MALONE, Ryan",USA,Men,Ice Hockey,Ice Hockey,2010,Silver
"MALTAIS, Dominique",CAN,Women,Snowboard,Snowboard Cross,2006,Bronze
"MALTAIS, Dominique",CAN,Women,Snowboard,Snowboard Cross,2014,Silver
"MALTAIS, Valerie",CAN,Women,Short Track Speed Skating,3000M Relay,2014,Silver
"MALTSEV, Aleksandr",URS,Men,Ice Hockey,Ice Hockey,1972,Gold
"MALTSEV, Aleksandr",URS,Men,Ice Hockey,Ice Hockey,1976,Gold
"MALTSEV, Aleksandr",URS,Men,Ice Hockey,Ice Hockey,1980,Silver
"MALYSHKO, Dmitry",RUS,Men,Biathlon,4X7.5KM Relay,2014,Gold
"MALYSZ, Adam",POL,Men,Ski Jumping,K120 Individual (90M),2002,Silver
"MALYSZ, Adam",POL,Men,Ski Jumping,K90 Individual (70M),2002,Bronze
"MALYSZ, Adam",POL,Men,Ski Jumping,K120 Individual (90M),2010,Silver
"MALYSZ, Adam",POL,Men,Ski Jumping,K90 Individual (70M),2010,Silver
"MAMATOV, Viktor",URS,Men,Biathlon,4X7.5KM Relay,1968,Gold
"MAMATOV, Viktor",URS,Men,Biathlon,4X7.5KM Relay,1972,Gold
"MANCUSO, Julia",USA,Women,Alpine Skiing,Giant Slalom,2006,Gold
"MANCUSO, Julia",USA,Women,Alpine Skiing,Downhill,2010,Silver
"MANCUSO, Julia",USA,Women,Alpine Skiing,Super Combined,2010,Silver
"MANCUSO, Julia",USA,Women,Alpine Skiing,Super Combined,2014,Bronze
"MANDERVILLE, Kent",CAN,Men,Ice Hockey,Ice Hockey,1992,Silver
"MANDRILLON, C.",FRA,Men,Biathlon,Military Patrol,1924,Bronze
"MANDRILLON, Maurice",FRA,Men,Biathlon,Military Patrol,1924,Bronze
"MANIFICAT, Maurice",FRA,Men,Cross Country Skiing,4X10KM Relay,2014,Bronze
"MANKEL, Yves",GER,Men,Luge,Doubles,1992,Silver
"MANLEY, Elizabeth",CAN,Women,Figure skating,Individual,1988,Silver
"MANNINEN, Hannu",FIN,Men,Nordic Combined,Team,1998,Silver
"MANNINEN, Hannu",FIN,Men,Nordic Combined,Team,2002,Gold
"MANNINEN, Hannu",FIN,Men,Nordic Combined,Team,2006,Bronze
"MANSVELD, Freddy",BEL,Men,Bobsleigh,Four-Man,1948,Silver
"MANTILA, Jari",FIN,Men,Nordic Combined,Team,1998,Silver
"MANTILA, Jari",FIN,Men,Nordic Combined,Team,2002,Gold
"MÄNTYRANTA, Eero",FIN,Men,Cross Country Skiing,4X10KM Relay,1960,Gold
"MÄNTYRANTA, Eero",FIN,Men,Cross Country Skiing,15KM,1964,Gold
"MÄNTYRANTA, Eero",FIN,Men,Cross Country Skiing,30KM Mass Start,1964,Gold
"MÄNTYRANTA, Eero",FIN,Men,Cross Country Skiing,4X10KM Relay,1964,Silver
"MÄNTYRANTA, Eero",FIN,Men,Cross Country Skiing,15KM,1968,Silver
"MÄNTYRANTA, Eero",FIN,Men,Cross Country Skiing,30KM Mass Start,1968,Bronze
"MÄNTYRANTA, Eero",FIN,Men,Cross Country Skiing,4X10KM Relay,1968,Bronze
"MARA, George Edward",CAN,Men,Ice Hockey,Ice Hockey,1948,Gold
"MARGAGLIO, Maurizio",ITA,Men,Figure skating,Ice Dancing,2002,Bronze
"MARGUET, Gilles",FRA,Men,Biathlon,4X7.5KM Relay,2002,Bronze
"MARININ, Maxim",RUS,Men,Figure skating,Pairs,2006,Gold
"MARKOV, Daniil",RUS,Men,Ice Hockey,Ice Hockey,2002,Bronze
"MARLEAU, Patrick",CAN,Men,Ice Hockey,Ice Hockey,2010,Gold
"MARLEAU, Patrick",CAN,Men,Ice Hockey,Ice Hockey,2014,Gold
"MARMONT, Louise",SWE,Women,Curling,Curling,1998,Bronze
"MARSICANO, Trevor",USA,Men,Speed skating,Team Pursuit,2010,Silver
"MARTI, Rudolf",SUI,Men,Bobsleigh,Four-Man,1976,Silver
"MARTI, Rudolf",SUI,Men,Bobsleigh,Four-Man,1980,Silver
"MARTIGNONI, Arnold",SUI,Men,Ice Hockey,Ice Hockey,1928,Bronze
"MARTIN, Brian",USA,Men,Luge,Doubles,1998,Bronze
"MARTIN, Brian",USA,Men,Luge,Doubles,2002,Silver
"MARTIN, Floyd",CAN,Men,Ice Hockey,Ice Hockey,1956,Bronze
"MARTIN, Floyd",CAN,Men,Ice Hockey,Ice Hockey,1960,Silver
"MARTIN, Gianfranco",ITA,Men,Alpine Skiing,Alpine Combined,1992,Silver
"MARTIN, Harry G",USA,Men,Bobsleigh,Four-Man,1932,Silver
"MARTIN, Harry G",USA,Men,Bobsleigh,Two-Man,1932,Bronze
"MARTIN, Kevin",CAN,Men,Curling,Curling,2002,Silver
"MARTIN, Kevin",CAN,Men,Curling,Curling,2010,Gold
"MARTIN, Kim",SWE,Women,Ice Hockey,Ice Hockey,2002,Bronze
"MARTIN, Kim",SWE,Women,Ice Hockey,Ice Hockey,2006,Silver
"MARTIN, Patrick Henry",USA,Men,Bobsleigh,Four-Man,1948,Gold
"MARTIN, Patrick Henry",USA,Men,Bobsleigh,Four-Man,1952,Silver
"MARTIN, Patrick Henry",USA,Men,Bobsleigh,Two-Man,1952,Silver
"MARTIN, Rhona",GBR,Women,Curling,Curling,2002,Gold
"MARTINEC, Vladimir",TCH,Men,Ice Hockey,Ice Hockey,1972,Bronze
"MARTINEC, Vladimir",TCH,Men,Ice Hockey,Ice Hockey,1976,Silver
"MARTINOD, Marie",FRA,Women,Freestyle Skiing,Ski Halfpipe,2014,Silver
"MARTINSEN, Odd",NOR,Men,Cross Country Skiing,30KM Mass Start,1968,Silver
"MARTINSEN, Odd",NOR,Men,Cross Country Skiing,4X10KM Relay,1968,Gold
"MARTINSEN, Odd",NOR,Men,Cross Country Skiing,4X10KM Relay,1976,Silver
"MARTINSSON, Barbro",SWE,Women,Cross Country Skiing,3X5KM Relay,1964,Silver
"MARTINSSON, Barbro",SWE,Women,Cross Country Skiing,3X5KM Relay,1968,Silver
"MARTY, Julia",SUI,Women,Ice Hockey,Ice Hockey,2014,Bronze
"MARTY, Stefanie",SUI,Women,Ice Hockey,Ice Hockey,2014,Bronze
"MARVIN, Gigi",USA,Women,Ice Hockey,Ice Hockey,2010,Silver
"MARVIN, Gigi",USA,Women,Ice Hockey,Ice Hockey,2014,Silver
"MASKOVA, Hana",TCH,Women,Figure skating,Individual,1968,Bronze
"MASNADA, Florence",FRA,Women,Alpine Skiing,Alpine Combined,1992,Bronze
"MASNADA, Florence",FRA,Women,Alpine Skiing,Downhill,1998,Bronze
"MASON, Geoffrey Travers",USA,Men,Bobsleigh,Five-Man,1928,Gold
"MASOPUST, Karel",TCH,Men,Ice Hockey,Ice Hockey,1968,Silver
"MATCHEFTS, John Peter",USA,Men,Ice Hockey,Ice Hockey,1956,Silver
"MATHISEN, Charles",NOR,Men,Speed skating,1500M,1936,Gold
"MATIKAINEN, Marjo",FIN,Women,Cross Country Skiing,4X5KM Relay,1984,Bronze
"MATIKAINEN, Marjo",FIN,Women,Cross Country Skiing,10KM,1988,Bronze
"MATIKAINEN, Marjo",FIN,Women,Cross Country Skiing,4X5KM Relay,1988,Bronze
"MATIKAINEN, Marjo",FIN,Women,Cross Country Skiing,5KM,1988,Gold
"MATSBO, Martin",SWE,Men,Cross Country Skiing,4X10KM Relay,1936,Bronze
"MATT, Alfred",AUT,Men,Alpine Skiing,Slalom,1968,Bronze
"MATT, Andreas",AUT,Men,Freestyle Skiing,Ski Cross,2010,Silver
"MATT, Mario",AUT,Men,Alpine Skiing,Slalom,2014,Gold
"MATTEL, Coline",FRA,Women,Ski Jumping,K90 Individual,2014,Bronze
"MATTLE, Werner",SUI,Men,Alpine Skiing,Giant Slalom,1972,Bronze
"MATTSCHERODT, Katrin",GER,Women,Speed skating,Team Pursuit,2010,Gold
"MAY, Fabio",ITA,Men,Cross Country Skiing,4X10KM Relay,1998,Silver
"MAYASICH, John Edward",USA,Men,Ice Hockey,Ice Hockey,1956,Silver
"MAYASICH, John Edward",USA,Men,Ice Hockey,Ice Hockey,1960,Gold
"MAYER, Christian",AUT,Men,Alpine Skiing,Giant Slalom,1994,Bronze
"MAYER, Christian",AUT,Men,Alpine Skiing,Alpine Combined,1998,Bronze
"MAYER, Derek",CAN,Men,Ice Hockey,Ice Hockey,1994,Silver
"MAYER, Helmut",AUT,Men,Alpine Skiing,Super-G,1988,Silver
"MAYER, Matthias",AUT,Men,Alpine Skiing,Downhill,2014,Gold
"MAYER, Travis",USA,Men,Freestyle Skiing,Moguls,2002,Silver
"MAYOROV, Boris",URS,Men,Ice Hockey,Ice Hockey,1964,Gold
"MAYOROV, Boris",URS,Men,Ice Hockey,Ice Hockey,1968,Gold
"MAYOROV, Evgeni",URS,Men,Ice Hockey,Ice Hockey,1964,Gold
"MAZE, Tina",SLO,Women,Alpine Skiing,Giant Slalom,2010,Silver
"MAZE, Tina",SLO,Women,Alpine Skiing,Super-G,2010,Silver
"MAZE, Tina",SLO,Women,Alpine Skiing,Downhill,2014,Gold
"MAZE, Tina",SLO,Women,Alpine Skiing,Giant Slalom,2014,Gold
"MC LEOD, J.",GBR,Men,Curling,Curling,1924,Gold
"MCCALL, Robert",CAN,Men,Figure skating,Ice Dancing,1988,Bronze
"MCCARTAN, John",USA,Men,Ice Hockey,Ice Hockey,1960,Gold
"MCCLANAHAN, Robert",USA,Men,Ice Hockey,Ice Hockey,1980,Gold
"MCCORMACK, Katheryn",CAN,Women,Ice Hockey,Ice Hockey,1998,Silver
"MCCUSKER, Joan",CAN,Women,Curling,Curling,1998,Gold
"MCDERMOTT, Donald",USA,Men,Speed skating,500M,1952,Silver
"MCDERMOTT, Richard",USA,Men,Speed skating,500M,1964,Gold
"MCDERMOTT, Richard",USA,Men,Speed skating,500M,1968,Silver
"MCELMURY, James",USA,Men,Ice Hockey,Ice Hockey,1972,Silver
"MCEVOY, Frederick James",GBR,Men,Bobsleigh,Four-Man,1936,Bronze
"MCEWEN, Dawn",CAN,Women,Curling,Curling,2014,Gold
"MCGLYNN, Richard",USA,Men,Ice Hockey,Ice Hockey,1972,Silver
"MCINTYRE, Elizabeth",USA,Women,Freestyle Skiing,Moguls,1994,Silver
"McIVOR, Ashleigh",CAN,Women,Freestyle Skiing,Ski Cross,2010,Gold
"MCKENZIE, John A.",CAN,Men,Ice Hockey,Ice Hockey,1956,Bronze
"MCKENZIE, John Barry",CAN,Men,Ice Hockey,Ice Hockey,1968,Bronze
"MCKINNON, Daniel Duncan",USA,Men,Ice Hockey,Ice Hockey,1956,Silver
"MCKNIGHT, Robert",CAN,Men,Ice Hockey,Ice Hockey,1960,Silver
"McLAUGHLIN, Brianne",USA,Women,Ice Hockey,Ice Hockey,2010,Silver
"MCLAUGHLIN, Brianne",USA,Women,Ice Hockey,Ice Hockey,2014,Silver
"MCMILLAN, William",CAN,Men,Ice Hockey,Ice Hockey,1968,Bronze
"MCMORRIS, Mark",CAN,Men,Snowboard,Slopestyle,2014,Bronze
"MCVEY, Robert",USA,Men,Ice Hockey,Ice Hockey,1960,Gold
"MEAD LAWRENCE, Andrea",USA,Women,Alpine Skiing,Giant Slalom,1952,Gold
"MEAD LAWRENCE, Andrea",USA,Women,Alpine Skiing,Slalom,1952,Gold
"MEDVEDEVA-ABRUZOVA, Evgenia",RUS,Women,Cross Country Skiing,4X5KM Relay,2006,Gold
"MEDVEDEVA-ABRUZOVA, Evgenia",RUS,Women,Cross Country Skiing,Combined 7.5 + 7.5Km Mass Start,2006,Bronze
"MEDVEDTSEV, Valery",URS,Men,Biathlon,10KM,1988,Silver
"MEDVEDTSEV, Valery",URS,Men,Biathlon,20KM,1988,Silver
"MEDVEDTSEV, Valery",URS,Men,Biathlon,4X7.5KM Relay,1988,Gold
"MEDVEDTSEV, Valery",EUN,Men,Biathlon,4X7.5KM Relay,1992,Silver
"MEDVEDTSEVA, Olga",RUS,Women,Biathlon,4X6KM Relay,2010,Gold
"MEHLHHORN, Hans",GER,Men,Bobsleigh,Four-Man,1932,Bronze
"MEIER, Kurt",SUI,Men,Bobsleigh,Four-Man,1988,Gold
"MEIER, Kurt",SUI,Men,Bobsleigh,Four-Man,1994,Silver
"MEISCHNER, Joachim",GDR,Men,Biathlon,4X7.5KM Relay,1972,Bronze
"MEISSNITZER, Alexandra",AUT,Women,Alpine Skiing,Giant Slalom,1998,Silver
"MEISSNITZER, Alexandra",AUT,Women,Alpine Skiing,Super-G,1998,Bronze
"MEISSNITZER, Alexandra",AUT,Women,Alpine Skiing,Super-G,2006,Bronze
"MEKSHILO, Yevdoyka",URS,Women,Cross Country Skiing,10KM,1964,Silver
"MEKSHILO, Yevdoyka",URS,Women,Cross Country Skiing,3X5KM Relay,1964,Gold
"MELANIN, Vladimir",URS,Men,Biathlon,20KM,1964,Gold
"MELBARDIS, Oskars",LAT,Men,Bobsleigh,Four-Man,2014,Silver
"MELLOR, Thomas",USA,Men,Ice Hockey,Ice Hockey,1972,Silver
"MELNIK, Olga",RUS,Women,Biathlon,4X7.5KM Relay,1998,Silver
"MELNIKOVA, Elena",EUN,Women,Biathlon,4X7.5KM Relay,1992,Bronze
"MENG, Heini",SUI,Men,Ice Hockey,Ice Hockey,1928,Bronze
"MENZ, Karl-Heinz",GDR,Men,Biathlon,4X7.5KM Relay,1976,Bronze
"MEREDITH, Richard Otis",USA,Men,Ice Hockey,Ice Hockey,1956,Silver
"MEREDITH, Richard Otis",USA,Men,Ice Hockey,Ice Hockey,1960,Gold
"MERLE, Carole",FRA,Women,Alpine Skiing,Super-G,1992,Silver
"MERTANEN, Terhi",FIN,Women,Ice Hockey,Ice Hockey,2010,Bronze
"MERZ, Sue",USA,Women,Ice Hockey,Ice Hockey,1998,Gold
"MERZ, Sue",USA,Women,Ice Hockey,Ice Hockey,2002,Silver
